Z1618	6 Towns Credit Union Limited	382 High Street, West Bromwich, B70 9LB	C 
Z1206	Aberdeen Asset Management Limited	Edinburgh One, 60 Morrison Street, Edinburgh, EH3 8BE	SS 
Z1124	Aberdeen Asset Managers Limited	10 Queens Terrace, Aberdeen, AB10 1YG	C, SS 
Z1125	Aberdeen Fund Managers Limited	10 Queens Terrace, Aberdeen, AB10 1YG	C, SS 
Z1870	Abundance Investment Limited	Unit 16 Linen House, 253 Kilburn Lane, London, W10 4BQ	C, IF, SS 
Z1475	Accrue Investment Management Limited	2 Chapel Row, Queen Square, Bath, BA1 1HN	SS 
Z1001	Adam and Company Investment Management Limited	22 Charlotte Square, Edinburgh, EH2 4DF	C, SS 
Z1775	Aegon Investment Solutions Limited	Edinburgh Park, Edinburgh, EH12 9SE	C, SS 
Z1277	Airdrie Savings Bank	56 Stirling Street, Airdrie, ML6 0AW	C 
Z1688	AJ Bell Securities Limited	Calverley House, 55 Calverley Road, Tunbridge Wells, TN1 2TU	SS 
Z1129	Aldermore Bank plc	20 Hook Road, Epsom, KT19 8TR	C 
Z1155	Alliance Trust and Savings Limited	Alliance Trust Savings Limited, PO Box 164, 8 West Marketgait, Dundee, DD1 9YP	SS 
Z1353	Allianz Global Investors Europe GmbH	155 Bishopsgate, London, EC2M 3AD	SS 
Z1851	Alpha Real property Investment Advisers LLP	338 Euston Road, London, NW1 3BG	SS 
Z1827	Al Rayan Bank plc	Edgbaston House, 3 Duchess Place, Hagley Road, Birmingham, B16 8NH	C 
Z1785	Amber Financial Investments Limited	Bollin House, Oakfield Road, Cheadle Royal Business Park, SK8 3GX	SS 
Z1542	Ancient Order of Foresters Friendly Society, The	Foresters House, 29 to 33 Shirley Road, Southampton SO15 3EW	C, SS 
Z1771	Anderson Strathern Asset Management Limited	One Rutland Court, Edinburgh, EH3 8EY	SS 
Z1900	Apollo Multi Asset Management LLP	25 Church Farm Business Park, Corston, Bath, BA2 9AP	SS 
Z1362	Arbuthnot Latham and Company Limited	Arbuthnot House, 7 Wilson Street, London, EC2M 2SN	C, SS 
Z1829	Architas Multi-Manager Limited	5 Old Broad Street, London, EC2N 1AD	SS 
Z1927	Arch Over Limited	5th Floor, 40 Gracechurch Street, London, EC3V 0BT	IF 
Z1004	Arnold Stansby and Company	Alexandra Buildings, Queen Street, Manchester, M2 5JJ	C, SS 
Z1157	Artemis Fund Managers Limited	Cassini House, 57 St James’s Street, London, SW1A 1LD	SS 
Z1428	Avalon Investment Services Limited	5 Church Street, Tetbury, GL8 8JG	SS 
Z1251	Aviva Investors UK Funds Limited	1 Poultry, London, EC2R 8EJ	C, SS 
Z1907	Aviva Investors UK Fund Services Limited	1 Poultry, London, EC2R 8EJ	SS 
Z1582	Aviva Wrap UK Limited	Policyholder Tax, Wellington Road, Floor 4, York, YO90 1WR	SS 
Z1703	AXA Investment Managers UK Limited	7 Newgate Street, London, EC1A 7NX	SS 
Z1180	AXA Portfolio Services Limited	PO Box 290, Bristol, BS99 7SL	C, SS 
Z1070	Baillie Gifford Savings Management Limited	PO Box 12017, Chelmsford, CM99 2DU	SS 
Z1567	Banco Santander Totta SA	68 Cannon Street, London, EC4N 6AQ	C 
Z1105	Bank And Clients Limited	Discovery House, Whiting Road, Norwich, NR4 6EJ	C 
Z1738	Bank of Baroda	32 City Road, London, EC1Y 2BD	C 
Z1378	Bank of Cyprus (London) Limited	87 to 93 Chase Side, London, N14 5BU	C 
Z1651	Bank of East Asia Limited, The	London Branch, 75 Shaftesbury Avenue, London, W1D 5BB	C 
Z1637	Bank of Ireland UKFS	1 Temple Quay, Bristol, BS99 7AX	C 
Z1144	Bank of Scotland	Now part of Halifax plc	C 
Z1174	Barclays Bank plc	Group Tax Level 29, 1 Churchill Place, London, E14 5 HP	C, SS 
Z1054	Barratt and Cooke	5 Opie Street, Norwich, NR1 3DW	C, SS 
Z1244	Bath Investment Building Society	15 Queen Square, Bath, BA1 2HN	C 
Z1916	Bayonet Ventures LLP	Unit 79, Eurolink Business Centre, 49 Effra Road, London, SW2 1BZ	IF 
Z1713	Beaufort Asset Clearing Services Limited	131 Finsbury Pavement, London, EC2A 1NT	SS 
Z1716	Bedworth and Bulkington Credit Union Limited	7 Leicester Street, Bedworth, CV12 8GG	C 
Z1075	Beverley Building Society	57 Market Place, Beverley, HU17 8AA	C 
Z1053	BIRA Finance Limited	225 Bristol Road, Edgbaston, Birmingham, B5 7UB	C 
Z1278	Birmingham Midshires plc	PO Box 81 Pendeford Business Park, Wolverhampton, WV9 5HZ	C 
Z1876	Blackfinch Investments Limited	Blackfinch House, Chequers Close, Malvern, Worcestershire, WR14 1GP	IF, SS 
Z1027	Blackrock Investment Management (UK) Limited	12 Throgmorton Avenue, London, EC2N 2DL	C, SS 
Z1227	Blankstone Sington Limited	91 Duke Street, Liverpool, L1 5AA	C, SS 
Z1061	BNY Mellon Fund Managers Limited	PO Box 366, Darlington, DL1 9RF	C, SS 
Z1363	Bordier and CIE (UK) plc	79 Pall Mall, London, SW1Y 5ES	SS 
Z1835	Bramdean Asset Management LLP	58 Glentham Road, London, SW13 9JJ	C, SS, IF 
Z1810	Brent Shrine Credit Union Limited	Ivy Bridge House, 1 Adam Street London, WC2N 6LE	C 
Z1210	Brewin Dolphin Limited	Commercial Union House, 39 Pilgrim Street, Newcastle Upon Tyne, NE1 6RQ	C, SS 
Z1290	BRI Wealth Management plc	BRI House, Elm Court, Meriden Green Business Park, Coventry, CV5 9RL	SS 
Z1685	Bridgend Lifesavers Credit Union Limited	The Life Long Learning Centre, Murfield Close, Sarn Bridgend, CF32 9SW	C 
Z1826	Bristol Credit Union	112 to 114 Cheltenham Road, Bristol, BS6 5RW	C 
Z1895	British Pearl Limited	4th floor, 7 to 10 Charnos Street, London, W1G 9DQ	IF, SS, SS JISA 
Z1595	Brooks MacDonald Asset Management Limited	72 Welbeck Street, Marylebone, London, W1G 0AY	SS 
Z1260	Brown Shipley and Company Limited	Founders Court, Lothbury, London, EC2R 7HE	C, SS 
Z1266	Buckinghamshire Building Society	High Street, Chalfont, St Giles, HP8 4QB	C 
Z1176	C Hoare and Company	37 Fleet Street, London, EC4P 4DQ	C, SS 
Z1274	Cambridge Building Society	51 Newmarket Road, Cambridge, CB5 8EG	C 
Z1007	Cambridge Fund Managers Limited	1A Queen Square, Bath, BA1 2HA	SS 
Z1664	Canaccord Genuity Limited	88 Wood Street, London, EC2V 7QR	SS 
Z1483	Canaccord Genuity Wealth Management Limited	2nd Floor, 41 Lothbury, London, EC2R 7AE	SS 
Z1517	Capel Court plc	Balkerne Asset Management, 1 Balkerne Hill, Colchester, Essex, CO3 3FG	SS 
Z1659	Capita Financial Investments Limited	17 Rochester Row, Westminster, London, SW1P 1JB	SS 
Z1367	Capita Financial Managers Limited	17 Rochester Row, Westminster, London, SW1P 1JB	SS 
Z1769	Capita IRG Trustees Limited	The Registry, 34 Beckenham Road, Beckenham, BR3 4TU	SS 
Z1786	Capital Credit Union Limited	62 Hamilton Place, Edinburgh, EH3 5AZ	C 
Z1562	Cardale Asset Management Limited	2 Greengate, Cardale Park, Harrogate, HG3 1GY	SS 
Z1855	Carvetian Capital Management Limited	Stuart House, St John’s Street, Peterborough, PE1 5DD	SS 
Z1652	Castle and Crystal Credit Union	25 New Street, Dudley, DY1 1LT	C 
Z1802	Castle Trust Capital Management Limited	10 Norwich Street, London, EC4A 1BD	SS 
Z1619	Castlefield Investment Partners LLP	9th Floor, 111 Piccadilly, Manchester, M1 2HY	SS 
Z1534	Cater Allen Limited	52 to 54 Gracechurch Street, London, EC3V 0EH	C, SS 
Z1136	Cave and Sons Limited	Lockgates House, Rushmills, Northampton NN4 7YB	C, SS 
Z1690	Cavendish Asset Management Limited	Chelsea House, Westgate, London, W5 1DR	SS 
Z1506	Cazenove Investment Fund Management Limited	12 Moorgate, London, EC2R 6DA	SS 
Z1642	Charity Bank Limited, The	PO Box 398, 194 High Street, Tonbridge, TN9 9BD	C 
Z1057	Charles Stanley and Company Limited	24 Luke Street, London, EC2A 4AR	C, SS 
Z1898	Charter Court Financial Services	2 Charter Court, Broadlands, Wolverhamptoon, WV10 6TD	C, C JISA 
Z1394	Charteris Treasury Portfolio Managers Limited	8/9 Lovat Lane, London, EC3R 8DW	SS 
Z1305	Chorley and District Building Society	Key House, Foxhole Road, Chorley, PR7 1NZ	C 
Z1423	Church House Investments Limited	York House, 6 Coldharbour, Sherborne, Dorset DT9 4JW	SS 
Z1863	Citibank Europe plc	Citigroup Centre, Canada Square, Canary Wharf, London, E14 5LB	C, SS 
Z1306	City Asset Management plc	7 Bishopsgate, London, EC2N 3AR	SS 
Z1421	City Financial Investment Company Limited	88 Borough, High Street, London, SE1 1ST	SS 
Z1763	Citysave Credit Union Limited	16 Waterloo Street, Birmingham, B2 5UG	C 
Z1601	Clockwise Credit Union Limited	1 St Nicholas Place, Leicester, LE1 5LB	C 
Z1283	Close Asset Management Limited	10 Exchange Square, Primrose Street, London, EC2A 2BY	C, SS 
Z1424	Close Asset Management (UK) Limited	10 Crown Place, London, EC2A 4FT	SS 
Z1759	Close Brothers Limited	10 Crown Place, London, EC2A 4FT	C 
Z1701	Clydesdale Bank plc	Savings Team, 20 Merrion Way, Leeds, LS2 8NZ	C 
Z1466	Cofunds Limited	Level 43, The Leadenhall Building, 122 Leadenhall Street, London, EC3V 4AB	SS 
Z1784	Commsave Credit Union Limited	6 Duncan Close, Moulton Park, Northampton, NN3 6WL	C 
Z1556	Consistent Unit Trust Management Company Limited	Woodside, Maidstone Road, Colts Hill, Pembury, TN2 4AL	SS 
Z1232	Co-operative Bank plc	CIS Building, Miller Street, Manchester, M60 0AL	C 
Z1707	Co-operative Family Credit Union, The	New Century House, Manchester, M60 4ES	C 
Z1414	Cornelian Asset Managers Limited	30 Charlotte Square, Edinburgh, EH2 4ET	SS 
Z1551	Courtiers Investment Services Limited	18A Hart Street, Henley-on-Thames, RG9 2AU	C, SS 
Z1783	Coutts and Company	Princess House, 27 Bush Lane London, EC4R 0AA	C, SS 
Z1177	Coventry Building Society	Economic House, PO Box 9, High Street, Coventry, CV1 5QV	C 
Z1272	Credit Suisse (UK) Limited	18th Floor, 1 Cabot Square, London, E14 4QJ	SS 
Z1613	Credit Suisse International	18th Floor, 1 Cabot Square, London, E14 4QJ	C, SS 
Z1535	Credo Capital plc	3rd Floor, 33 Margaret Street, London, W1G 0LD	SS 
Z1853	Crossco (1337) plc	Northumbria House, Aykley Heads, Durham, DH1 5TS	C 
Z1878	Crowd2Fund Limited	242 Aklam Road, London, W10 5JJ	IF 
Z1879	Crowdcube Capital Limited	The Innovation Centre, University of Exeter, Rennes Drive, Exeter, Devon, EX4 4RN	IF 
Z1882	Crowd for Angels (UK) Limited	8 Little Trinity Street, London, EC4V 2AN	IF 
Z1867	Crowdstacker Limited	154 to 160 Fleet Street, London, EC4A 2DQ	IF 
Z1304	Cumberland Building Society	Cumberland House, Castle Street, Carlisle, CA3 8RX	C 
Z1395	Cyprus Popular Bank Public Company Limited	19 Fitzroy Street, London, W1P 6BA	C 
Z1135	Darlington Building Society	Sentinal House, Lingfield Way, Darlington, DL1 4PR	C 
Z1448	Dowgate Capital Stockbrokers Limited	Talisman House, Jubilee Walk, Three Bridges, Crawley, RH10 1LQ	SS 
Z1894	Downing LLP	5th floor, Ergon House, Horseferry Road, London, N1 1BE	IF 
Z1285	Druids Sheffield Friendly Society	Dove House, 181 Brampton Road, Wath Upon Dearne, Rotherham, S63 6BE	C, SS 
Z1088	Dudley Building Society	Dudley House, Stone Street, Dudley, DY1 1NP	C 
Z1233	Duncan Lawrie Asset Management Limited	1 Hobart Place, London, SW1W 0HU	SS 
Z1010	Dunfermline Building Society	Now part of Nationwide Building Society	C 
Z1770	Ealing Credit Union	The Bungalow Pinkwell Lane Hayes, UB3 1PE	C 
Z1012	Earl Shilton Building Society	22 The Hollow, Earl Shilton, Leicester, LE9 7NB	C 
Z1013	Ecology Building Society	7 Belton Road, Silsden, Keighley, BD20 0EE	C 
Z1552	Eden Tree Investment Management Limited	Beaufort House, Brunswick Road, Gloucester, GL1 1JZ	SS 
Z1915	Edinburgh Alternative	Lending Crowd, 23 Manor Place, Edinburgh, EH3 7DX	IF 
Z1728	Edwards Securities Limited	Old Printers Yard, 156 South Street, Dorking, RH4 2HF	C, SS 
Z1615	EFG Private Bank Limited	33 Great Charles Street, Birmingham, B3 3JN	SS 
Z1873	Embark Investment Services Limited	Tyman House, 42 Regent Road, Leicester LE1 6YJ	C, C JISA, SS, SS JISA 
Z1804	Enterprise the Business Credit Union	4 Trinity, 161 Old Christchurch Road, Bournemouth, BH1 1JU	C 
Z1650	Equiniti Financial Services Limited	3 Minster Court, Mincing Lane, London, EC3R 7DD	C, SS 
Z1636	Erewash Credit Union Limited	2nd Floor, Ilkeston Co-Op Dept Store, The Market Place, Ilkeston, DE7 5SG	C 
Z1773	European Investment Management Limited	98 Queens Road, Brighton, BN1 3XF	SS 
Z1706	Exeter Practice Limited, The	1 Charlotte Mews, Pavilion Place, Exeter, EX2 4HA	SS 
Z1190	F and C Fund Management Limited	PO Box 9040, Chelmsford, CM99 2XH	SS 
Z1115	F and C Management Limited	8th Floor, Exchange House, Primrose Street, London, EC2A 2NY	SS 
Z1816	Fairstone Private Wealth Limited	1 The Bullrushes Boldon Business Park, Boldon Colliery, Tyne and Wear, NE35 9PF	SS 
Z1074	Family Equity Plan Limited	16 to 17 West Street, Brighton, BN1 2RE	C, SS 
Z1532	Farley and Thompson LLP	Pine Grange, Bath Road, Bournemouth, BH1 2NU	SS 
Z1874	FCE Bank plc	Central Office, Eagle Way, Brentwood, CM13 3AR	C, C JISA 
Z1856	FIM Capital Limited	Ioma House, Hope Street, Douglas, Isle of Man, IM1 1AP	SS 
Z1014	Financial Administration Services Limited	Oakhill House, 130 Tonbridge Road, Tonbridge, TN11 9DZ	C, SS 
Z1128	First State Investments (UK) Limited	23 St Andrews Square, Edinburgh, EH2 1BB	C, SS 
Z1049	First Trust Bank	AIB Group Bankcentre, Ballsbridge, Dublin 4	C 
Z1308	Fiske and Company Limited	Salisbury House, London Wall, London, EC2M 5QS	SS 
Z1865	Flying Colours Finance Limited	6A Station Parade, Sunningdale, Ascot, SL5 0EP	SS 
Z1910	Focus 2020 Limited	28 Spinis, Bracknell, RG12 8XA	IF 
Z1911	Folk 2 Folk Limited	1 Business Centre, Western Road, Launceston, Cornwall PL15 7FJ	IF 
Z1316	Forester Life Limited	Forester House, Cromwell Avenue, Bromley, BR2 9BF	C, SS 
Z1923	Formax Credit (UK) Limited	Suite 627, 107 Cheapside, London, EC2V 6DN	IF 
Z1181	Franklin Templeton Fund Management Limited	Quayside House, Canal Wharf, Leeds, LS11 5PH	C, SS 
Z1778	Friends Life Limited	Pixham End, Pixham Lane Dorking, RH14 1QA	C, SS 
Z1741	Friends Life Investment Solutions Limited	Pixham End, Pixham Lane, Dorking, RH4 1QA	C, SS 
Z1859	Funding-Tree UK Limited	40 Gracechurch Street, London, EC3V 0BT	C 
Z1656	Fund Partners Limited	Cedar House, 3 Cedar Park, Cobham Road, Wimborne, Dorset, BH21 7SB	SS 
Z1746	Fundsmith LLP	Fourth Floor, 33 Cavendish Square, London, W1G 0PW	SS 
Z1055	Furness Building Society	51 to 55 Duke Street, Barrow in Furness, LA14 1RT	C 
Z1768	Fusion Wealth Limited	Sussex House, North Street, Horsham, RH12 1RQ	SS 
Z1497	FXCM Securities Limited	8th Floor, The Northern and Shell Building, 10 Lower Thames Street, London, EC3R 8AD	SS 
Z1858	Gallium PE Depositary Limited	Gallium House, Unit 2, Station Court, Borough Green, Kent, TN15 8AD	C, C JISA, IF, SS, SS JISA 
Z1864	GAM London Limited	20 King Street, London, SW1Y 6QY	SS 
Z1918	Gamcrowd Limited	Palladium House, 1 to 4 Argyll Street, London, W1F 7LD	IF 
Z1798	Gateway Credit Union Limited	21 Commercial Street, Pontypool, Torfaen, NP4 6JQ	C 
Z1922	Gaudi Regulated Services Limited	2 Oakridge Office Park, Whaddon, Salisbury, SP5 3HT	SS, SS JISA 
Z1217	Gerrard Investment Management Limited	 ISA Administration, 155 St Vincent Street, Glasgow, G2 5NN	SS 
Z1016	GHC Capital Markets Limited	Norwich House, 22 to 30 Horsefair Street, Leicester, LE1 5BD	C, SS 
Z1684	Glasgow Credit Union Limited	95 Morrison Street, Glasgow, G5 8BE	C 
Z1540	Glasgow Investment Managers	Sutherland House, 149 St Vincent Street, Glasgow, G2 5DR	SS 
Z1431	GLG Partners Investment Funds Limited	PO Box 11109, Chelmsford, CM99 2DF	SS 
Z1766	Global Investment Strategy UK Limited	2nd Floor, 2 London Wall Buildings, London, EC2M 5PP	C, SS 
Z1926	Go 2 Business Loans	Ocean Village Innovation Centre, Ocean Village, Ocean Way, Southampton, SO14 3JZ	IF 
Z1761	Governor Finance Limited	16 to 17 West Street, Brighton, B1 2RL	C, SS 
Z1868	Greyfriars Asset Management LLP	The Cedars, 11 High Street, Fleckney, Leicester, LE8 8AJ	C, IF, SS 
Z1019	Halifax plc	Trinity Road, Halifax, HX1 2RG	C 
Z1025	Halifax Share Dealing Limited	Trinity Road, Halifax, HX1 2RG	SS 
Z1600	Hampshire Credit Union Limited	97 Fratton Road, Portsmouth, PO1 5AG	C 
Z1836	Hampshire Trust plc	Hampshire Trust plc, 60 Cannon Street, London, EC4N 6NP	C 
Z1604	Handsworth Breakthrough Credit Union Limited	40 Beaudesert Road, Birmingham, B20 3TG	C 
Z1231	Hanley Economic Building Society	Granville House, Festival Park, Hanley, Stoke on Trent, ST1 5TB	C 
Z1823	Hanson Asset Management Limited	8th Floor, 1 Grosvenor Place, London, SW1X 7HJ	SS 
Z1467	Hargreave Hale and Company	Unit 9 to 11, Neptune Court, Hallam Way, Blackpool, FY4 5LZ	SS 
Z1163	Hargreaves Lansdown Asset Management Limited	College Square, South Bristol, BS1 5HL	C, SS 
Z1047	Harpenden Building Society	Aberdeen House, 14 to 16 Station Road, Harpenden, AL5 4SE	C 
Z1445	Hathaway Investment Management Limited	Grosvenor House, 14 Bennetts Hill, Birmingham, B2 5RS	SS 
Z1657	Hawksmoor Investment Management Limited	The Senate, Southernhay Gardens, Exeter, EX1 1UG	SS 
Z1215	HBOS Investment Fund Managers Limited	Trinity Road, Halifax, HX1 2HD	SS 
Z1239	Heartwood Wealth Management Limited	77 Mount Ephraim, Tunbridge Wells, Kent, TN4 8BS	C, SS 
Z1205	Hedley and Company	Springwell House, 2 Shear Bank Road, Blackburn, BB1 8AD	C, SS 
Z1860	Henderson Investment Funds Limited	201 Bishopsgate, London, EC2M 3AE	SS 
Z1573	Henderson Rowe Limited	33 St James’s Square, London, SW1Y 4JS	C, SS 
Z1236	Hinchley and Rugby Building Society	Upper Bond Street, Hinckley, LE10 1DG	C 
Z1917	HNW Lending Limited	72 Charlotte Street, London, W1T 4QQ	IF 
Z1818	Holbein Partners LLP	4 Grosvenor Place London, SW1X 7HJ	SS 
Z1705	Holden and Company	PO Box 229, London, SW6 4UX	C, SS 
Z1068	Holmesdale Building Society	43 Church Street, Reigate, RH2 0AG	C 
Z1814	Host Capital Limited	73 New Bond Street, London, W15 1RS	SS 
Z1548	HSBC Bank plc	HSBC Bank plc, ISA Team UK Banking and CDD Business Service, Harry Western Road, Binley, Coventry, CV3 2SH	C, SS 
Z1099	HSBC Private Bank (UK) Limited	HSBC NHQ Level 21, 8 Canada Square, London, E14 5HQ	SS 
Z1358	HSBC Trust Company (UK) Limited - Corporate	HSBC Investment Services, 1st Floor, Frobisher House, Nelson Gate, Commercial Road, Southampton, S015 9DF	C, SS 
Z1161	HSBC Trust Company (UK) Limited - Private	HSBC Investment Services, 1st Floor, Frobisher House, Nelson Gate, Commercial Road, Southampton, S015 9DF	C, SS 
Z1359	HSBC Trust Company (UK) Limited - Retail	HSBC Investment Services, 1st Floor, Frobisher House, Nelson Gate, Commercial Road, Southampton, S015 9DF	C, SS 
Z1723	Hubwise Securities Limited	Ascension House, Crown Square, First Avenue, Burton-on-Trent, DE14 2WW	SS 
Z1460	Hythe Securities Limited	Hythe House, 337 City Road, London, EC1V 1LJ	SS 
Z1447	iDealing.Com Limited	3rd Floor, 114 Middlesex Street, London, E1 7JH	SS 
Z1638	IFDS Financial Services Limited	IFDS House, St Nicholas Lane, Basildon, Essex, SS15 5FS	C, SS 
Z1830	IG Markets Limited	Cannon Bridge House, 25 Dowgate Hill, London, EC4R 2YA	SS 
Z1577	IM Asset Management Limited	Riverside East, 2 Millsands, Sheffield, S3 8DP	C, SS 
Z1754	Independent Order of Oddfellows Manchester Unity Friendly Society	Oddfellows House, 184 to 186 Deansgate, Manchester, M3 3WB	C, SS 
Z1628	ING Direct NV	410 Thames Valley, Park Drive, Reading, Berkshire, RG6 1RH	C 
Z1607	Ingenious Asset Management Limited	15 Golden Square, London, W1F 9JG	C, SS 
Z1429	Integrated Financial Arrangements Limited	29 Clements Lane, London, EC4N 7AE	C, SS 
Z1847	Intelligent Money Limited	The Shire Hall, High Pavement, Nottingham, NG1 1HN	C, SS 
Z1731	Interactive Investor Trading Limited	2 West Regent Street, Glasgow, G2 1RW	SS 
Z1857	Invesco Fund Managers Limited	Perpetual House, Perpetual Park Drive, Henley-on-Thames, RG9 1HH	C, SS 
Z1364	Investec Bank plc	2 Gresham Street, London, EC2V 7QP	C, SS 
Z1479	Investec Fund Managers Limited	2 Gresham Street, London, EC2V 7QP	C, SS 
Z1093	Investec Wealth and Investment Limited	2 Gresham Street, London, EC2V 7QN	C, SS 
Z1665	Investment Fund Services Limited	Marlborough House, 59 Chorley New Road, Bolton, BL1 4QP	C, SS 
Z1442	Investment Funds Direct Limited	Trimbridge House, Trim Street, Bath, BA1 1HB	SS 
Z1279	Ipswich Building Society	44 Upper Brook Street, Ipswich, IP4 1DP	C 
Z1645	J and E Davy t/a Davy Northern Office	Donegall House, 7 Donegall Square, North Belfast, BT1 5GB	C, SS 
Z1366	J Edward Sellars and Partners Limited	The Drive House, Manor Farm, Kenn Moor Road, Kenn Clevedon, BS21 6TZ	C, SS 
Z1021	James Brearley and Sons Limited	PO Box 34, Walpole House, Unit 2, Burton Road, Blackpool, FY4 4WX	C, SS 
Z1726	James Hambro and Partners LLP	3rd Floor, Ryder Court, 14 Ryder Street, London, SW1Y 6QB	C, SS 
Z1561	James Hay Wrap Managers Limited	Dunns House, St Paul’s Road, Salisbury, SP2 7BF	C, SS 
Z1341	James Sharp and Company	The Exchange, 5 Bank Street, Bury, Lancashire, BL9 0DN	SS 
Z1107	Jarvis Investment Management plc	78 Mount Ephraim, Tunbridge Wells, TN4 8BS	SS 
Z1509	JLT Investment Management Limited	6 Crutched Friars, London, EC3N 2PH	SS 
Z1614	JM Finn and Company Limited	4 Coleman Street, London, EC2R 5TA	SS 
Z1103	JP Morgan Trustee and Administration Services Limited	60 Victoria Embankment, London, EC4Y 0JP	C, SS 
Z1417	Julian Hodge Bank Limited	10 Windsor Place, Cardiff, CF1 3BX	C 
Z1083	Jupiter Unit Trust Managers Limited	PO Box 10666, Chelmsford, CM99 2BG	SS 
Z1842	K and C Credit Union	346 Kensington High Street, London, W14 8NS	C 
Z1345	Kames Capital plc	Aegon House, 3 Lochside Avenue, Edinburgh, EH12 9SA	SS 
Z1877	KapSecure Asset Management Limited	30 James’s Square, London, SW1Y 4JH	C, IF, SS 
Z1073	Killik and Co Stockbrokers	Crown House, Crown Street, Ipswich, IP1 3HS	C, SS 
Z1899	Killik Intelligent Savings Limited	46 Grosvenor Street, London, W1K 3HN	SS 
Z1471	King and Shaxson Capital Limited	6th Floor, Candlewick House, 120 Cannon Street, London, EC4N 6AS	SS 
Z1576	Kingdom Bank Limited	Ruddington Fields Country Park, Mere Way, Ruddington, Nottingham, NG11 6JS	C 
Z1679	Kingston Unity Credit Union	9 Navigation Court, Calder Park, Wakefield, WF2 7BJ	SS 
Z1250	Kleinwort Benson Private Bank Limited	PO Box 191, 10 Fenchurch Street, London, EC3M 3LB	SS 
Z1914	Landbay Partners Limited	Level 3, 9 to 11 Grosvenor Gardens, London, SW1W 0BD	IF 
Z1909	Landlord Invest Limited	Braitrim House, 98 Victoria Road, London, NW10 6NB	IF 
Z1287	Leeds Building Society	105 Albion Street, Leeds, LS1 5AS	C 
Z1608	Leeds City Credit Union Limited	Westminster Buildings, 31 New York Street, Leeds, LS2 7DT	C 
Z1188	Leek United Building Society	50 St Edward Street, Leek, ST13 5DH	C 
Z1160	Legal and General Portfolio Management Services Limited	Brunel House, 2 Fitzalan Road, Cardiff, CF24 0EB	C, SS 
Z1845	Legal and General Unit Trust Manager Limited	Brunel House, 2 Fitzalan Road, Cardiff, CF24 0EB	C, SS 
Z1902	Lending Works Limited	60 Grays Inn Road, London, WC1X 8AQ	IF 
Z1795	Leodis Wealth Limited	Yorkshire House 5th Floor, East Parade Leeds, LS1 5BD	SS 
Z1578	Life Insurance Corporation of India	York House, 13th Floor Empire Way, Wembley, Middlesex, HA9 0PX	SS 
Z1889	Link Financial Outsourcing Limited	Camelford House, 89 Albert Embankment, London, SE1 7TP	C, IF 
Z1739	Liontrust Fund Partners LLP	2 Savoy Court London, WC2R 0EZ	SS 
Z1832	Liverpool Victoria Friendly Society Limited	County Gates, Bournemouth, Dorset, BH1 2NF	SS 
Z1255	Lloyds Bank plc	25 Gresham Street, London, EC2V 7HN	C, SS 
Z1372	Lloyds TSB Private Banking Limited	48 Chiswell Street London, EC1Y 4XX	SS 
